,Unnamed: 0,Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,MVP,Year,Win Ratio
340,340,10,Scottie Pippen,32,CHI,0.0,14.0,1160,0.012,44,37.5,19.1,5.2,5.8,1.8,1.0,0.447,0.318,0.777,6.6,0.193,-1,1998,0.7560975609756098
341,341,11,Glen Rice,30,CHH,0.0,7.0,1160,0.006,82,40.2,22.3,4.3,2.2,0.9,0.3,0.457,0.433,0.8490000000000001,9.3,0.136,-1,1998,0.6219512195121951
342,342,12,Antoine Walker,21,BOS,0.0,6.0,1160,0.005,82,39.9,22.4,10.2,3.3,1.7,0.7,0.423,0.312,0.645,4.7,0.07,-1,1998,0.43902439024390244
343,343,13T,Jason Kidd,24,PHO,0.0,5.0,1160,0.004,82,38.0,11.6,6.2,9.1,2.0,0.3,0.416,0.313,0.799,8.0,0.123,-1,1998,0.6829268292682927
344,344,13T,John Stockton,35,UTA,0.0,5.0,1160,0.004,64,29.0,12.0,2.6,8.5,1.4,0.2,0.528,0.429,0.8270000000000001,8.0,0.206,-1,1998,0.7560975609756098
345,345,15,Mitch Richmond,32,SAC,0.0,3.0,1160,0.003,70,36.7,23.2,3.3,4.0,1.3,0.2,0.445,0.389,0.8640000000000001,7.9,0.14800000000000002,-1,1998,0.32926829268292684
346,346,16T,Reggie Miller,32,IND,0.0,2.0,1160,0.002,81,34.5,19.5,2.9,2.1,1.0,0.1,0.477,0.429,0.868,12.0,0.206,-1,1998,0.7073170731707317
347,347,16T,Rik Smits,31,IND,0.0,2.0,1160,0.002,73,28.6,16.7,6.9,1.4,0.5,1.2,0.495,0.0,0.7829999999999999,6.1,0.141,-1,1998,0.7073170731707317
348,348,18T,Michael Finley,24,DAL,0.0,1.0,1160,0.001,82,41.4,21.5,5.3,4.9,1.6,0.4,0.449,0.35700000000000004,0.784,7.5,0.106,-1,1998,0.24390243902439024
349,349,18T,Rod Strickland,31,WAS,0.0,1.0,1160,0.001,76,39.7,17.8,5.3,10.5,1.7,0.3,0.434,0.25,0.726,8.1,0.129,-1,1998,0.5121951219512195
350,350,1,Karl Malone,35,UTA,44.0,827.0,1180,0.701,49,37.4,23.8,9.4,4.1,1.3,0.6,0.493,0.0,0.7879999999999999,9.6,0.252,1,1999,0.74
351,351,2,Alonzo Mourning,28,MIA,36.0,773.0,1180,0.655,46,38.1,20.1,11.0,1.6,0.7,3.9,0.511,0.0,0.652,7.9,0.21600000000000005,-1,1999,0.66
352,352,3,Tim Duncan,22,SAS,30.0,740.0,1180,0.627,50,39.3,21.7,11.4,2.4,0.9,2.5,0.495,0.14300000000000002,0.69,8.7,0.213,-1,1999,0.74
353,353,4,Allen Iverson,23,PHI,5.0,319.0,1180,0.27,48,41.5,26.8,4.9,4.6,2.3,0.1,0.412,0.29100000000000004,0.7509999999999999,7.2,0.173,-1,1999,0.56
354,354,5,Jason Kidd,25,PHO,2.0,159.0,1180,0.135,50,41.2,16.9,6.8,10.8,2.3,0.4,0.444,0.366,0.757,8.1,0.188,-1,1999,0.54
355,355,6,Shaquille O'Neal,26,LAL,1.0,89.0,1180,0.075,49,34.8,26.3,10.7,2.3,0.7,1.7,0.5760000000000001,0.0,0.54,9.0,0.255,-1,1999,0.62
356,356,7,Chris Webber,25,SAC,0.0,51.0,1180,0.043,42,40.9,20.0,13.0,4.1,1.4,2.1,0.486,0.118,0.454,3.6,0.102,-1,1999,0.54
357,357,8,Grant Hill,26,DET,0.0,39.0,1180,0.033,50,37.0,21.1,7.1,6.0,1.6,0.5,0.479,0.0,0.752,7.3,0.189,-1,1999,0.58
358,358,9,Gary Payton,30,SEA,0.0,35.0,1180,0.03,50,40.2,21.7,4.9,8.7,2.2,0.2,0.434,0.295,0.721,7.2,0.172,-1,1999,0.5
359,359,10,Kevin Garnett,22,MIN,0.0,9.0,1180,0.008,47,37.9,20.8,10.4,4.3,1.7,1.8,0.46,0.28600000000000003,0.7040000000000001,5.4,0.146,-1,1999,0.5
360,360,11,Shawn Kemp,29,CLE,0.0,7.0,1180,0.006,42,35.1,20.5,9.2,2.4,1.1,1.1,0.482,0.5,0.789,6.3,0.205,-1,1999,0.44
361,361,12,David Robinson,33,SAS,0.0,6.0,1180,0.005,49,31.7,15.8,10.0,2.1,1.4,2.4,0.509,0.0,0.6579999999999999,8.4,0.261,-1,1999,0.74
362,362,13T,Hakeem Olajuwon,36,HOU,0.0,3.0,1180,0.003,50,35.7,18.9,9.6,1.8,1.6,2.5,0.514,0.308,0.7170000000000001,6.5,0.175,-1,1999,0.62
363,363,13T,Arvydas Sabonis,34,POR,0.0,3.0,1180,0.003,50,27.0,12.1,7.9,2.4,0.7,1.3,0.485,0.292,0.7709999999999999,5.8,0.207,-1,1999,0.7
364,364,15,Darrell Armstrong,30,ORL,0.0,2.0,1180,0.002,50,30.0,13.8,3.6,6.7,2.2,0.1,0.441,0.365,0.904,6.4,0.205,-1,1999,0.66
365,365,16T,Vince Carter,22,TOR,0.0,1.0,1180,0.001,50,35.2,18.3,5.7,3.0,1.1,1.5,0.45,0.28800000000000003,0.7609999999999999,5.0,0.136,-1,1999,0.46
366,366,16T,Anfernee Hardaway,27,ORL,0.0,1.0,1180,0.001,50,38.9,15.8,5.7,5.3,2.2,0.5,0.42,0.28600000000000003,0.706,5.0,0.122,-1,1999,0.66
367,367,16T,Mark Jackson,33,IND,0.0,1.0,1180,0.001,49,28.2,7.6,3.8,7.9,0.9,0.1,0.419,0.311,0.823,3.8,0.134,-1,1999,0.66
368,368,16T,Glenn Robinson,26,MIL,0.0,1.0,1180,0.001,47,33.6,18.4,5.9,2.1,1.0,0.9,0.459,0.392,0.87,4.0,0.122,-1,1999,0.56
369,369,16T,Steve Smith,29,ATL,0.0,1.0,1180,0.001,36,36.5,18.7,4.2,3.3,1.0,0.3,0.402,0.338,0.8490000000000001,4.4,0.162,-1,1999,0.62
370,370,16T,Rasheed Wallace,24,POR,0.0,1.0,1180,0.001,49,28.9,12.8,4.9,1.2,1.0,1.1,0.508,0.419,0.732,5.0,0.16899999999999998,-1,1999,0.7
371,371,1,Shaquille O'Neal,27,LAL,120.0,1207.0,1210,0.998,79,40.0,29.7,13.6,3.8,0.5,3.0,0.574,0.0,0.524,18.6,0.28300000000000003,1,2000,0.8170731707317073
372,372,2,Kevin Garnett,23,MIN,0.0,408.0,1210,0.337,81,40.0,22.9,11.8,5.0,1.5,1.6,0.4970000000000001,0.37,0.765,11.6,0.172,-1,2000,0.6097560975609756
373,373,3,Alonzo Mourning,29,MIA,0.0,367.0,1210,0.303,79,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0.0,0.711,12.9,0.226,-1,2000,0.6341463414634146
374,374,4,Karl Malone,36,UTA,0.0,312.0,1210,0.258,82,35.9,25.5,9.5,3.7,1.0,0.9,0.509,0.25,0.797,15.3,0.249,-1,2000,0.6707317073170732
375,375,5,Tim Duncan,23,SAS,0.0,248.0,1210,0.205,74,38.9,23.2,12.4,3.2,0.9,2.2,0.49,0.091,0.7609999999999999,13.0,0.218,-1,2000,0.6463414634146342
376,376,6,Gary Payton,31,SEA,0.0,180.0,1210,0.149,82,41.8,24.2,6.5,8.9,1.9,0.2,0.448,0.34,0.735,13.9,0.195,-1,2000,0.5487804878048781
377,377,7,Allen Iverson,24,PHI,1.0,132.0,1210,0.109,70,40.8,28.4,3.8,4.7,2.1,0.1,0.421,0.341,0.713,6.9,0.116,-1,2000,0.5975609756097561
378,378,8,Grant Hill,27,DET,0.0,113.0,1210,0.093,74,37.5,25.8,6.6,5.2,1.4,0.6,0.489,0.34700000000000003,0.795,10.7,0.185,-1,2000,0.5121951219512195
379,379,9,Chris Webber,26,SAC,0.0,96.0,1210,0.079,75,38.4,24.5,10.5,4.6,1.6,1.7,0.483,0.284,0.7509999999999999,10.7,0.179,-1,2000,0.5365853658536586
380,380,10,Vince Carter,23,TOR,0.0,51.0,1210,0.042,82,38.1,25.7,5.8,3.9,1.3,1.1,0.465,0.403,0.7909999999999999,11.8,0.182,-1,2000,0.5487804878048781
381,381,11,Jason Kidd,26,PHO,0.0,25.0,1210,0.021,67,39.0,14.3,7.2,10.1,2.0,0.4,0.409,0.337,0.8290000000000001,8.5,0.156,-1,2000,0.6463414634146342
382,382,12,Kobe Bryant,21,LAL,0.0,3.0,1210,0.002,66,38.2,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.821,10.6,0.202,-1,2000,0.8170731707317073
383,383,13T,Darrell Armstrong,31,ORL,0.0,1.0,1210,0.001,82,31.6,16.2,3.3,6.1,2.1,0.1,0.433,0.34,0.911,8.0,0.149,-1,2000,0.5
384,384,13T,Michael Finley,26,DAL,0.0,1.0,1210,0.001,82,42.2,22.6,6.3,5.3,1.3,0.4,0.457,0.401,0.82,8.3,0.114,-1,2000,0.4878048780487805
385,385,13T,Reggie Miller,34,IND,0.0,1.0,1210,0.001,81,36.9,18.1,3.0,2.3,1.0,0.3,0.448,0.408,0.919,10.1,0.162,-1,2000,0.6829268292682927
386,386,13T,Jalen Rose,27,IND,0.0,1.0,1210,0.001,80,37.2,18.2,4.8,4.0,1.1,0.6,0.471,0.393,0.8270000000000001,7.3,0.118,-1,2000,0.6829268292682927
387,387,1,Allen Iverson,25,PHI,93.0,1121.0,1240,0.904,71,42.0,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.8140000000000001,11.8,0.19,1,2001,0.6829268292682927
388,388,2,Tim Duncan,24,SAS,18.0,706.0,1240,0.569,82,38.7,22.2,12.2,3.0,0.9,2.3,0.499,0.259,0.618,13.2,0.2,-1,2001,0.7073170731707317
389,389,3,Shaquille O'Neal,28,LAL,7.0,578.0,1240,0.466,74,39.5,28.7,12.7,3.7,0.6,2.8,0.5720000000000001,0.0,0.513,14.9,0.245,-1,2001,0.6829268292682927
390,390,4,Chris Webber,27,SAC,5.0,521.0,1240,0.42,70,40.5,27.1,11.1,4.2,1.3,1.7,0.481,0.071,0.703,11.0,0.18600000000000005,-1,2001,0.6707317073170732
391,391,5,Kevin Garnett,24,MIN,1.0,151.0,1240,0.122,81,39.5,22.0,11.4,5.0,1.4,1.8,0.477,0.28800000000000003,0.764,11.8,0.17600000000000002,-1,2001,0.573170731707317
392,392,6,Tracy McGrady,21,ORL,0.0,64.0,1240,0.052000000000000005,77,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,-1,2001,0.524390243902439
393,393,7,Karl Malone,37,UTA,0.0,21.0,1240,0.017,81,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.7929999999999999,13.1,0.217,-1,2001,0.6463414634146342
394,394,8,Jason Kidd,27,PHO,0.0,18.0,1240,0.015,77,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.8140000000000001,9.6,0.15,-1,2001,0.6219512195121951
395,395,9,Kobe Bryant,22,LAL,0.0,11.0,1240,0.009000000000000001,68,40.9,28.5,5.9,5.0,1.7,0.6,0.464,0.305,0.853,11.3,0.196,-1,2001,0.6829268292682927
396,396,10,David Robinson,35,SAS,0.0,8.0,1240,0.006,80,29.6,14.4,8.6,1.5,1.0,2.5,0.486,0.0,0.747,12.1,0.246,-1,2001,0.7073170731707317
397,397,11T,Ray Allen,25,MIL,0.0,7.0,1240,0.006,82,38.2,22.0,5.2,4.6,1.5,0.2,0.48,0.433,0.888,13.7,0.211,-1,2001,0.6341463414634146
398,398,11T,Vince Carter,24,TOR,0.0,7.0,1240,0.006,75,39.7,27.6,5.5,3.9,1.5,1.1,0.46,0.408,0.765,12.9,0.208,-1,2001,0.573170731707317
399,399,13,Paul Pierce,23,BOS,0.0,5.0,1240,0.004,82,38.0,25.3,6.4,3.1,1.7,0.8,0.454,0.383,0.745,10.4,0.16,-1,2001,0.43902439024390244
400,400,14,Jerry Stackhouse,26,DET,0.0,3.0,1240,0.002,80,40.2,29.8,3.9,5.1,1.2,0.7,0.402,0.35100000000000003,0.8220000000000001,9.2,0.13699999999999998,-1,2001,0.3902439024390244
401,401,15T,Michael Finley,27,DAL,0.0,1.0,1240,0.001,82,42.0,21.5,5.2,4.4,1.4,0.4,0.458,0.34600000000000003,0.775,8.5,0.119,-1,2001,0.6463414634146342
402,402,15T,Anthony Mason,34,MIA,0.0,1.0,1240,0.001,80,40.7,16.1,9.6,3.1,1.0,0.3,0.482,,0.7809999999999999,11.6,0.171,-1,2001,0.6097560975609756
403,403,15T,John Stockton,38,UTA,0.0,1.0,1240,0.001,82,29.2,11.5,2.8,8.7,1.6,0.3,0.504,0.462,0.8170000000000001,10.8,0.21600000000000005,-1,2001,0.6463414634146342
404,404,1,Tim Duncan,25,SAS,57.0,954.0,1260,0.757,82,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,1,2002,0.7073170731707317
405,405,2,Jason Kidd,28,NJN,45.0,897.0,1260,0.7120000000000001,82,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.8140000000000001,8.9,0.14,-1,2002,0.6341463414634146
406,406,3,Shaquille O'Neal,29,LAL,15.0,696.0,1260,0.552,67,36.1,27.2,10.7,3.0,0.6,2.0,0.579,0.0,0.555,13.2,0.262,-1,2002,0.7073170731707317
407,407,4,Tracy McGrady,22,ORL,7.0,390.0,1260,0.31,76,38.3,25.6,7.9,5.3,1.6,1.0,0.451,0.364,0.748,11.5,0.189,-1,2002,0.5365853658536586
408,408,5,Kobe Bryant,23,LAL,1.0,98.0,1260,0.078,80,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.8290000000000001,12.7,0.199,-1,2002,0.7073170731707317
409,409,6,Gary Payton,33,SEA,1.0,54.0,1260,0.043,82,40.3,22.1,4.8,9.0,1.6,0.3,0.467,0.314,0.797,12.6,0.183,-1,2002,0.5487804878048781
410,410,7,Chris Webber,28,SAC,0.0,37.0,1260,0.029,54,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.7490000000000001,8.6,0.2,-1,2002,0.7439024390243902
411,411,8,Dirk Nowitzki,23,DAL,0.0,31.0,1260,0.025,76,38.0,23.4,9.9,2.4,1.1,1.0,0.477,0.397,0.853,13.4,0.222,-1,2002,0.6951219512195121
412,412,9,Allen Iverson,26,PHI,0.0,29.0,1260,0.023,60,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.29100000000000004,0.812,6.9,0.126,-1,2002,0.524390243902439
413,413,10,Ben Wallace,27,DET,0.0,24.0,1260,0.019,80,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,-1,2002,0.6097560975609756
414,414,11,Paul Pierce,24,BOS,0.0,22.0,1260,0.017,82,40.3,26.1,6.9,3.2,1.9,1.0,0.442,0.404,0.809,12.9,0.187,-1,2002,0.5975609756097561
415,415,12,Kevin Garnett,25,MIN,0.0,17.0,1260,0.013,81,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.8009999999999999,12.8,0.194,-1,2002,0.6097560975609756
416,416,13,Michael Jordan,38,WAS,0.0,16.0,1260,0.013,60,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075,-1,2002,0.45121951219512196
417,417,14,Steve Nash,27,DAL,0.0,5.0,1260,0.004,82,34.6,17.9,3.1,7.7,0.6,0.0,0.483,0.455,0.887,9.9,0.16699999999999998,-1,2002,0.6951219512195121
418,418,15,Jerry Stackhouse,27,DET,0.0,3.0,1260,0.002,76,35.3,21.4,4.1,5.3,1.0,0.5,0.397,0.287,0.858,5.8,0.104,-1,2002,0.6097560975609756
419,419,16T,Mike Bibby,23,SAC,0.0,1.0,1260,0.001,80,33.2,13.7,2.8,5.0,1.1,0.2,0.453,0.37,0.8029999999999999,6.3,0.113,-1,2002,0.7439024390243902
420,420,16T,Elton Brand,22,LAC,0.0,1.0,1260,0.001,80,37.8,18.2,11.6,2.4,1.0,2.0,0.527,,0.742,13.6,0.21600000000000005,-1,2002,0.47560975609756095
421,421,16T,Peja Stojakovi,24,SAC,0.0,1.0,1260,0.001,71,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.8759999999999999,9.9,0.179,-1,2002,0.7439024390243902
422,422,1,Tim Duncan,26,SAS,60.0,962.0,1190,0.8079999999999999,81,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,1,2003,0.7317073170731707
423,423,2,Kevin Garnett,26,MIN,43.0,871.0,1190,0.732,82,40.5,23.0,13.4,6.0,1.4,1.6,0.502,0.282,0.7509999999999999,15.6,0.225,-1,2003,0.6219512195121951
424,424,3,Kobe Bryant,24,LAL,8.0,496.0,1190,0.417,82,41.5,30.0,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21,-1,2003,0.6097560975609756
425,425,4,Tracy McGrady,23,ORL,4.0,427.0,1190,0.359,75,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.7929999999999999,16.1,0.262,-1,2003,0.5121951219512195
426,426,5,Shaquille O'Neal,30,LAL,3.0,126.0,1190,0.106,67,37.8,27.5,11.1,3.1,0.6,2.4,0.574,,0.622,13.2,0.25,-1,2003,0.6097560975609756
427,427,6,Allen Iverson,27,PHI,0.0,83.0,1190,0.07,82,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127,-1,2003,0.5853658536585366
428,428,7,Dirk Nowitzki,24,DAL,0.0,43.0,1190,0.036000000000000004,80,39.0,25.1,9.9,3.0,1.4,1.0,0.463,0.379,0.8809999999999999,16.1,0.249,-1,2003,0.7317073170731707
429,429,8,Ben Wallace,28,DET,1.0,33.0,1190,0.028,73,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.16699999999999998,0.45,10.6,0.17600000000000002,-1,2003,0.6097560975609756
430,430,9,Jason Kidd,29,NJN,0.0,31.0,1190,0.026,80,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182,-1,2003,0.5975609756097561
431,431,10,Chris Webber,29,SAC,0.0,19.0,1190,0.016,67,39.1,23.0,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127,-1,2003,0.7195121951219512
432,432,11T,Jamal Mashburn,30,NOH,0.0,1.0,1190,0.001,82,40.5,21.6,6.1,5.6,1.0,0.2,0.422,0.389,0.848,9.0,0.13,-1,2003,0.573170731707317
433,433,11T,Steve Nash,28,DAL,0.0,1.0,1190,0.001,82,33.1,17.7,2.9,7.3,1.0,0.1,0.465,0.413,0.909,11.6,0.206,-1,2003,0.7317073170731707
434,434,11T,Paul Pierce,25,BOS,0.0,1.0,1190,0.001,79,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,10.1,0.157,-1,2003,0.5365853658536586
435,435,1,Kevin Garnett,27,MIN,120.0,1219.0,1230,0.991,82,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.7909999999999999,18.3,0.272,1,2004,0.7073170731707317
436,436,2,Tim Duncan,27,SAS,0.0,716.0,1230,0.5820000000000001,69,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.16699999999999998,0.599,13.1,0.249,-1,2004,0.6951219512195121
437,437,3,Jermaine O'Neal,25,IND,2.0,523.0,1230,0.425,78,35.7,20.1,10.0,2.1,0.8,2.6,0.434,0.111,0.757,9.0,0.155,-1,2004,0.7439024390243902
438,438,4,Peja Stojakovi,26,SAC,1.0,281.0,1230,0.228,81,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,13.5,0.198,-1,2004,0.6707317073170732
439,439,5,Kobe Bryant,25,LAL,0.0,212.0,1230,0.172,65,37.6,24.0,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21,-1,2004,0.6829268292682927
440,440,6,Shaquille O'Neal,31,LAL,0.0,178.0,1230,0.145,67,36.8,21.5,11.5,2.9,0.5,2.5,0.584,,0.49,9.9,0.192,-1,2004,0.6829268292682927
441,441,7,Ben Wallace,29,DET,0.0,24.0,1230,0.02,81,37.7,9.5,12.4,1.7,1.8,3.0,0.421,0.125,0.49,10.2,0.16,-1,2004,0.6585365853658537
442,442,8,Jason Kidd,30,NJN,0.0,17.0,1230,0.014,67,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.8270000000000001,7.2,0.141,-1,2004,0.573170731707317
443,443,9,LeBron James,19,CLE,0.0,11.0,1230,0.009000000000000001,79,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078,-1,2004,0.4268292682926829
444,444,10T,Sam Cassell,34,MIN,0.0,4.0,1230,0.003,81,35.0,19.8,3.3,7.3,1.3,0.2,0.488,0.398,0.873,12.1,0.205,-1,2004,0.7073170731707317
445,445,10T,Baron Davis,24,NOH,0.0,4.0,1230,0.003,67,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.6729999999999999,7.5,0.133,-1,2004,0.5
446,446,10T,Dirk Nowitzki,25,DAL,0.0,4.0,1230,0.003,77,37.9,21.8,8.7,2.7,1.2,1.4,0.462,0.341,0.877,11.5,0.19,-1,2004,0.6341463414634146
447,447,13,Andrei Kirilenko,22,UTA,0.0,2.0,1230,0.002,78,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192,-1,2004,0.5121951219512195
448,448,14T,Carmelo Anthony,19,DEN,0.0,1.0,1230,0.001,82,36.5,21.0,6.1,2.8,1.2,0.5,0.426,0.322,0.777,6.1,0.098,-1,2004,0.524390243902439
449,449,14T,Yao Ming,23,HOU,0.0,1.0,1230,0.001,82,32.8,17.5,9.0,1.5,0.3,1.9,0.522,0.0,0.809,11.4,0.202,-1,2004,0.5487804878048781
450,450,14T,Michael Redd,24,MIL,0.0,1.0,1230,0.001,82,36.8,21.7,5.0,2.3,1.0,0.1,0.44,0.35,0.868,9.7,0.154,-1,2004,0.5
451,451,1,Steve Nash,30,PHO,65.0,1066.0,1270,0.8390000000000001,75,34.3,15.5,3.3,11.5,1.0,0.1,0.502,0.431,0.887,10.9,0.203,1,2005,0.7560975609756098
452,452,2,Shaquille O'Neal,32,MIA,58.0,1032.0,1270,0.813,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,,0.461,11.0,0.211,-1,2005,0.7195121951219512
453,453,3,Dirk Nowitzki,26,DAL,0.0,349.0,1270,0.275,78,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.8690000000000001,15.6,0.248,-1,2005,0.7073170731707317
454,454,4,Tim Duncan,28,SAS,1.0,328.0,1270,0.258,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245,-1,2005,0.7195121951219512
455,455,5,Allen Iverson,29,PHI,2.0,240.0,1270,0.189,75,42.3,30.7,4.0,7.9,2.4,0.1,0.424,0.308,0.835,9.0,0.136,-1,2005,0.524390243902439
